Day,Date,Year,Time UTC,Time PST,Latitude,Longitude,Latitude,Longitude,Accuracy,Location,select_direction,select_distance,quad_number,vessel,action,kayak_num,incidents,ODK conversion,select_previous,select_photo,whaleinfoYN,SPP data,whaleinfoY_whaleID,whaleinfoY_Idphoto,whaleinfoY_behavior,whaleinfoY_behaviorchange,Initials,Comments
Thu,29-Jun,2017,21:51:45,14:51:45,48.47722333,-123.1004767,"48° 28' 38.00"" N","123° 06' 01.71"" W",5,Kanauka bay,SW,0.25,184,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Gold wing
Thu,29-Jun,2017,21:54:19,14:54:19,48.47845,-123.1048917,"48° 28' 42.42"" N","123° 06' 17.61"" W",4.5,Kanaka,SW,0.25,184,EU,WO,,inshore_of_whales ,inshore of whales ,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Legacy
Thu,29-Jun,2017,21:54:19,14:54:19,48.47845,-123.1048917,"48° 28' 42.42"" N","123° 06' 17.61"" W",4.5,Kanaka,SW,0.25,184,EU,WO,,400yd_inthepath ,400yd inthepath ,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Legacy
Thu,29-Jun,2017,21:54:19,14:54:19,48.47845,-123.1048917,"48° 28' 42.42"" N","123° 06' 17.61"" W",4.5,Kanaka,SW,0.25,184,EU,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Legacy
Thu,29-Jun,2017,21:54:19,14:54:19,48.47845,-123.1048917,"48° 28' 42.42"" N","123° 06' 17.61"" W",4.5,Kanaka,SW,0.25,184,EU,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Legacy
Thu,29-Jun,2017,22:53:43,15:53:43,48.47286333,-123.0997183,"48° 28' 22.30"" N","123° 05' 58.98"" W",4.8,Edwards pt,S,0.5,181,EC,WO,,200_yards_under_power ,200 yards under power ,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Large springtide adv
Thu,29-Jun,2017,22:53:43,15:53:43,48.47286333,-123.0997183,"48° 28' 22.30"" N","123° 05' 58.98"" W",4.8,Edwards pt,S,0.5,181,EC,WO,,100_yards_under_power ,100 yards under power ,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Large springtide adv
Thu,29-Jun,2017,22:53:43,15:53:43,48.47286333,-123.0997183,"48° 28' 22.30"" N","123° 05' 58.98"" W",4.8,Edwards pt,S,0.5,181,EC,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Large springtide adv
Thu,29-Jun,2017,23:04:27,16:04:27,48.46813,-123.0919667,"48° 28' 05.26"" N","123° 05' 31.08"" W",5,Pile pt,S,0.5,184,EC,WO,,400yd_inthepath ,400yd inthepath ,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Orka spirit adv orange zodiac
Thu,29-Jun,2017,23:04:27,16:04:27,48.46813,-123.0919667,"48° 28' 05.26"" N","123° 05' 31.08"" W",5,Pile pt,S,0.5,184,EC,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Orka spirit adv orange zodiac
Thu,29-Jun,2017,23:04:27,16:04:27,48.46813,-123.0919667,"48° 28' 05.26"" N","123° 05' 31.08"" W",5,Pile pt,S,0.5,184,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Orka spirit adv orange zodiac
Thu,29-Jun,2017,23:07:42,16:07:42,48.46760667,-123.0913083,"48° 28' 03.38"" N","123° 05' 28.70"" W",5,Pile pt,S,0.5,184,EC,WO,,400yd_inthepath ,400yd inthepath ,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Pacific explorer I
Thu,29-Jun,2017,23:07:42,16:07:42,48.46760667,-123.0913083,"48° 28' 03.38"" N","123° 05' 28.70"" W",5,Pile pt,S,0.5,184,EC,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Pacific explorer I
Thu,29-Jun,2017,23:07:42,16:07:42,48.46760667,-123.0913083,"48° 28' 03.38"" N","123° 05' 28.70"" W",5,Pile pt,S,0.5,184,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Pacific explorer I
Thu,29-Jun,2017,23:09:13,16:09:13,48.46730833,-123.0909533,"48° 28' 02.30"" N","123° 05' 27.43"" W",4.9,Pile pt,S,0.5,184,EU,WO,,400yd_inthepath ,400yd inthepath ,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Chilkat
Thu,29-Jun,2017,23:09:13,16:09:13,48.46730833,-123.0909533,"48° 28' 02.30"" N","123° 05' 27.43"" W",4.9,Pile pt,S,0.5,184,EU,WO,,shutdown_within100yds,shutdown within100yds,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Chilkat
Thu,29-Jun,2017,23:09:13,16:09:13,48.46730833,-123.0909533,"48° 28' 02.30"" N","123° 05' 27.43"" W",4.9,Pile pt,S,0.5,184,EU,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,,SRKW,J & k pod,photo_n,,,CIJ,Chilkat
Thu,29-Jun,2017,23:13:35,16:13:35,48.46489,-123.090275,"48° 27' 53.60"" N","123° 05' 24.99"" W",4.6,False bay,S,0.5,184,EC,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_y,,SRKW,J & k pod,photo_y,,,CIJ,BC nova
Thu,29-Jun,2017,23:13:35,16:13:35,48.46489,-123.090275,"48° 27' 53.60"" N","123° 05' 24.99"" W",4.6,False bay,S,0.5,184,EC,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_y,,SRKW,J & k pod,photo_y,,,CIJ,BC nova
Thu,29-Jun,2017,23:13:35,16:13:35,48.46489,-123.090275,"48° 27' 53.60"" N","123° 05' 24.99"" W",4.6,False bay,S,0.5,184,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,,SRKW,J & k pod,photo_y,,,CIJ,BC nova
Tue,18-Jul,2017,19:37:39,12:37:39,48.475715,-123.10838,"48° 28' 32.57"" N","123° 06' 30.16"" W",4.7,Pile point,NW,1,184,PM,T,,inshore_of_whales,inshore of whales,contact_no,photo_n,,SRKW,,photo_n,behavior_n,,JMB,
Tue,18-Jul,2017,19:38:58,12:38:58,48.47728167,-123.1110383,"48° 28' 38.21"" N","123° 06' 39.73"" W",4.4,Pile point,NW,1.25,184,PM,T,,high_speed_within_400,high speed within 400,contact_no,photo_n,,SRKW,,,behavior_n,,JMB,
Tue,18-Jul,2017,22:46:31,15:46:31,48.46480667,-123.0657867,"48° 27' 53.30"" N","123° 03' 56.83"" W",4.7,False bay,SW,1,185,EU,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,info_yes,SRKW,L,photo_y,behavior_n,,JMB,Blackfish express 
Tue,18-Jul,2017,22:46:31,15:46:31,48.46480667,-123.0657867,"48° 27' 53.30"" N","123° 03' 56.83"" W",4.7,False bay,SW,1,185,EU,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,info_yes,SRKW,L,photo_y,behavior_n,,JMB,spirit of orca
Tue,18-Jul,2017,23:05:49,16:05:49,48.46183,-123.0623767,"48° 27' 42.58"" N","123° 03' 44.55"" W",5,False bay,SW,1.75,185,EC,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_y,info_yes,SRKW,"Check photos, L88 (I'd by Jesse and Jordan)",photo_y,behavior_n,,JMB,Four wing
Tue,18-Jul,2017,23:05:49,16:05:49,48.46183,-123.0623767,"48° 27' 42.58"" N","123° 03' 44.55"" W",5,False bay,SW,1.75,185,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,info_yes,SRKW,"Check photos, L88 (I'd by Jesse and Jordan)",photo_y,behavior_n,,JMB,Four wing
Tue,18-Jul,2017,23:05:49,16:05:49,48.46183,-123.0623767,"48° 27' 42.58"" N","123° 03' 44.55"" W",5,False bay,SW,1.75,185,EU,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_y,info_yes,SRKW,"Check photos, L88 (I'd by Jesse and Jordan)",photo_y,behavior_n,,JMB,western prince
Tue,18-Jul,2017,23:05:49,16:05:49,48.46183,-123.0623767,"48° 27' 42.58"" N","123° 03' 44.55"" W",5,False bay,SW,1.75,185,EU,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,info_yes,SRKW,"Check photos, L88 (I'd by Jesse and Jordan)",photo_y,behavior_n,,JMB,western prince
Tue,18-Jul,2017,23:05:49,16:05:49,48.46183,-123.0623767,"48° 27' 42.58"" N","123° 03' 44.55"" W",5,False bay,SW,1.75,185,EU,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_y,info_yes,SRKW,"Check photos, L88 (I'd by Jesse and Jordan)",photo_y,behavior_n,,JMB,blackfish express
Tue,18-Jul,2017,23:05:49,16:05:49,48.46183,-123.0623767,"48° 27' 42.58"" N","123° 03' 44.55"" W",5,False bay,SW,1.75,185,EU,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,info_yes,SRKW,"Check photos, L88 (I'd by Jesse and Jordan)",photo_y,behavior_n,,JMB,blackfish express
Tue,18-Jul,2017,23:05:49,16:05:49,48.46183,-123.0623767,"48° 27' 42.58"" N","123° 03' 44.55"" W",5,False bay,SW,1.75,185,MM,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_y,info_yes,SRKW,"Check photos, L88 (I'd by Jesse and Jordan)",photo_y,behavior_n,,JMB,SW
Tue,18-Jul,2017,23:05:49,16:05:49,48.46183,-123.0623767,"48° 27' 42.58"" N","123° 03' 44.55"" W",5,False bay,SW,1.75,185,MM,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_y,info_yes,SRKW,"Check photos, L88 (I'd by Jesse and Jordan)",photo_y,behavior_n,,JMB,SW
Sun,23-Jul,2017,18:05:25,11:05:25,48.47594333,-123.0914083,"48° 28' 33.39"" N","123° 05' 29.06"" W",4.7,Kanaka Bay,N,0.5,184,PM,F,,inshore_of_whales ,inshore of whales ,contact_no,photo_n,info_yes,SRKW,L 4?,photo_n,behavior_unk,U,RCB,Green and white vessel wood stern.  Second Wind Anacortes
Sun,23-Jul,2017,18:05:25,11:05:25,48.47594333,-123.0914083,"48° 28' 33.39"" N","123° 05' 29.06"" W",4.7,Kanaka Bay,N,0.5,184,PM,F,,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,info_yes,SRKW,L 4?,photo_n,behavior_unk,U,RCB,Green and white vessel wood stern.  Second Wind Anacortes
Sun,23-Jul,2017,18:05:25,11:05:25,48.47594333,-123.0914083,"48° 28' 33.39"" N","123° 05' 29.06"" W",4.7,Kanaka Bay,N,0.5,184,PM,F,,fishing_within200yds,fishing within200yds,contact_no,photo_n,info_yes,SRKW,L 4?,photo_n,behavior_unk,U,RCB,Green and white vessel wood stern.  Second Wind Anacortes
Sun,23-Jul,2017,18:11:32,11:11:32,48.48007667,-123.112015,"48° 28' 48.27"" N","123° 06' 43.25"" W",4,Kanaka Bay,N,0.25,184,EC,WO,,inshore_of_whales,inshore of whales,contact_no,photo_n,info_yes,SRKW,L4?,photo_n,behavior_unk,,RCB,
Sun,23-Jul,2017,18:11:32,11:11:32,48.48007667,-123.112015,"48° 28' 48.27"" N","123° 06' 43.25"" W",4,Kanaka Bay,N,0.25,184,EC,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,L4?,photo_n,behavior_unk,,RCB,
Sun,23-Jul,2017,18:50:43,11:50:43,48.47025,-123.0864817,"48° 28' 12.90"" N","123° 05' 11.33"" W",5,False Bay,N,0.25,184,PS,T,,inshore_of_whales ,inshore of whales ,contact_no,photo_n,info_yes,SRKW,L pod,photo_n,behavior_unk,,RCB,
Sun,23-Jul,2017,18:50:43,11:50:43,48.47025,-123.0864817,"48° 28' 12.90"" N","123° 05' 11.33"" W",5,False Bay,N,0.25,184,PS,T,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,L pod,photo_n,behavior_unk,,RCB,
Sun,23-Jul,2017,21:48:04,14:48:04,48.50524167,-123.1499167,"48° 30' 18.87"" N","123° 08' 59.70"" W",5,Deadman,S,0.25,181,PA,WO,,aircraft_under1000ft,aircraft under1000ft,contact_no,photo_n,info_yes,SRKW,Yellow and orange aircraft,photo_n,behavior_n,,RCB,
Sun,23-Jul,2017,17:42:51,10:42:51,48.460095,-123.0588167,"48° 27' 36.34"" N","123° 03' 31.74"" W",4.6,False bay,SE,0.5,185,PA,T,,aircraft_under1000ft,aircraft under1000ft,contact_no,photo_n,info_yes,SRKW,L4 info from early morning indicated l4s,photo_n,behavior_unk,Unknown,CIJ,Yellow small helicopter
Sun,23-Jul,2017,17:47:47,10:47:47,48.46608,-123.0827867,"48° 27' 57.88"" N","123° 04' 58.03"" W",4.6,False bay,S,0.25,184,PM,F,,inshore_of_whales,inshore of whales,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Small craft white closed cabin dark blue stripe
Sun,23-Jul,2017,17:47:47,10:47:47,48.46608,-123.0827867,"48° 27' 57.88"" N","123° 04' 58.03"" W",4.6,False bay,S,0.25,184,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Small craft white closed cabin dark blue stripe
Sun,23-Jul,2017,17:47:47,10:47:47,48.46608,-123.0827867,"48° 27' 57.88"" N","123° 04' 58.03"" W",4.6,False bay,S,0.25,184,PM,F,,incorrectfast_approach ,incorrectfast approach ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Small craft white closed cabin dark blue stripe
Sun,23-Jul,2017,17:47:47,10:47:47,48.46608,-123.0827867,"48° 27' 57.88"" N","123° 04' 58.03"" W",4.6,False bay,S,0.25,184,PM,F,,fast_departurewithin400yds ,fast departurewithin400yds ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Small craft white closed cabin dark blue stripe
Sun,23-Jul,2017,17:47:47,10:47:47,48.46608,-123.0827867,"48° 27' 57.88"" N","123° 04' 58.03"" W",4.6,False bay,S,0.25,184,PM,F,,travel_behind100_400yds,travel behind100 400yds,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Small craft white closed cabin dark blue stripe
Sun,23-Jul,2017,17:52:37,10:52:37,48.47439667,-123.086505,"48° 28' 27.82"" N","123° 05' 11.41"" W",4.7,False bay,SW,0.25,184,PM,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Wn 3335 V white bright blue top vessel
Sun,23-Jul,2017,18:05:03,11:05:03,48.47594333,-123.0905167,"48° 28' 33.39"" N","123° 05' 25.86"" W",4.3,Pile pt,SE,0.5,184,MM,WO,,inshore_of_whales ,inshore of whales ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,"Rec contact with Boston ppl, SW"
Sun,23-Jul,2017,18:05:03,11:05:03,48.47594333,-123.0905167,"48° 28' 33.39"" N","123° 05' 25.86"" W",4.3,Pile pt,SE,0.5,184,MM,WO,,200_yards_under_power,200 yards under power,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,"Rec contact with Boston ppl, SW"
Sun,23-Jul,2017,18:05:03,11:05:03,48.47594333,-123.0905167,"48° 28' 33.39"" N","123° 05' 25.86"" W",4.3,Pile pt,SE,0.5,184,MM,WO,,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,"Rec contact with Boston ppl, SW"
Sun,23-Jul,2017,18:05:03,11:05:03,48.47594333,-123.0905167,"48° 28' 33.39"" N","123° 05' 25.86"" W",4.3,Pile pt,SE,0.5,184,MM,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,"Rec contact with Boston ppl, SW"
Sun,23-Jul,2017,18:12:57,11:12:57,48.48028,-123.1139183,"48° 28' 49.00"" N","123° 06' 50.10"" W",4.8,Pile pt,SW,0.5,184,PM,WO,,inshore_of_whales,inshore of whales,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,White with black stripe pulling dingy
Sun,23-Jul,2017,18:12:57,11:12:57,48.48028,-123.1139183,"48° 28' 49.00"" N","123° 06' 50.10"" W",4.8,Pile pt,SW,0.5,184,PM,WO,,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,White with black stripe pulling dingy
Sun,23-Jul,2017,18:12:57,11:12:57,48.48028,-123.1139183,"48° 28' 49.00"" N","123° 06' 50.10"" W",4.8,Pile pt,SW,0.5,184,PM,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,White with black stripe pulling dingy
Sun,23-Jul,2017,18:18:27,11:18:27,48.481315,-123.10953,"48° 28' 52.73"" N","123° 06' 34.30"" W",5,Pile pt,SW,0.5,184,EU,T,,high_speed_within_400 ,high speed within 400 ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Glacier spirit
Sun,23-Jul,2017,18:18:27,11:18:27,48.481315,-123.10953,"48° 28' 52.73"" N","123° 06' 34.30"" W",5,Pile pt,SW,0.5,184,EU,T,,Fast_withinquartermile_whales ,Fast withinquartermile whales ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Glacier spirit
Sun,23-Jul,2017,18:18:27,11:18:27,48.481315,-123.10953,"48° 28' 52.73"" N","123° 06' 34.30"" W",5,Pile pt,SW,0.5,184,EU,T,,fast_departurewithin400yds,fast departurewithin400yds,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Glacier spirit
Sun,23-Jul,2017,18:38:02,11:38:02,48.4826,-123.1134083,"48° 28' 57.35"" N","123° 06' 48.26"" W",5,Pile pt,SW,0.75,184,EC,WO,,inshore_of_whales,inshore of whales,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Emerald sea
Sun,23-Jul,2017,18:38:02,11:38:02,48.4826,-123.1134083,"48° 28' 57.35"" N","123° 06' 48.26"" W",5,Pile pt,SW,0.75,184,EC,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Emerald sea
Sun,23-Jul,2017,18:38:02,11:38:02,48.4826,-123.1134083,"48° 28' 57.35"" N","123° 06' 48.26"" W",5,Pile pt,SW,0.75,184,EC,WO,,shutdown_within100yds ,shutdown within100yds ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Emerald sea
Sun,23-Jul,2017,18:38:02,11:38:02,48.4826,-123.1134083,"48° 28' 57.35"" N","123° 06' 48.26"" W",5,Pile pt,SW,0.75,184,EC,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Emerald sea
Sun,23-Jul,2017,18:42:46,11:42:46,48.47964,-123.1053367,"48° 28' 46.70"" N","123° 06' 19.21"" W",4.6,Pile pt,SE,0.75,184,PM,WO,,inshore_of_whales,inshore of whales,contact_yes,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Sailboat named salsa did rec contact earlier today
Sun,23-Jul,2017,18:42:46,11:42:46,48.47964,-123.1053367,"48° 28' 46.70"" N","123° 06' 19.21"" W",4.6,Pile pt,SE,0.75,184,PM,WO,,400yd_inthepath ,400yd inthepath ,contact_yes,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Sailboat named salsa did rec contact earlier today
Sun,23-Jul,2017,18:42:46,11:42:46,48.47964,-123.1053367,"48° 28' 46.70"" N","123° 06' 19.21"" W",4.6,Pile pt,SE,0.75,184,PM,WO,,shutdown_within200yds,shutdown within200yds,contact_yes,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Sailboat named salsa did rec contact earlier today
Sun,23-Jul,2017,18:45:13,11:45:13,48.47650833,-123.103055,"48° 28' 35.42"" N","123° 06' 10.99"" W",4.9,Pile pt,SW,0.75,184,MM,WO,,inshore_of_whales,inshore of whales,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,"Rec contact, SW"
Sun,23-Jul,2017,18:45:13,11:45:13,48.47650833,-123.103055,"48° 28' 35.42"" N","123° 06' 10.99"" W",4.9,Pile pt,SW,0.75,184,MM,WO,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,"Rec contact, SW"
Sun,23-Jul,2017,18:50:04,11:50:04,48.47072167,-123.087455,"48° 28' 14.59"" N","123° 05' 14.83"" W",5,False bay,SW,0.5,184,PM,F,,inshore_of_whales,inshore of whales,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,White and black small chris craft down riggers out
Sun,23-Jul,2017,18:50:04,11:50:04,48.47072167,-123.087455,"48° 28' 14.59"" N","123° 05' 14.83"" W",5,False bay,SW,0.5,184,PM,F,,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,White and black small chris craft down riggers out
Sun,23-Jul,2017,18:50:04,11:50:04,48.47072167,-123.087455,"48° 28' 14.59"" N","123° 05' 14.83"" W",5,False bay,SW,0.5,184,PM,F,,shutdown_within200yds ,shutdown within200yds ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,White and black small chris craft down riggers out
Sun,23-Jul,2017,18:50:04,11:50:04,48.47072167,-123.087455,"48° 28' 14.59"" N","123° 05' 14.83"" W",5,False bay,SW,0.5,184,PM,F,,travel_behind100_400yds,travel behind100 400yds,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,White and black small chris craft down riggers out
Sun,23-Jul,2017,19:11:45,12:11:45,48.46919833,-123.0834967,"48° 28' 09.11"" N","123° 05' 00.58"" W",4.5,False bay,S,0.25,184,EU,WO,,inshore_of_whales ,inshore of whales ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Western Prince
Sun,23-Jul,2017,19:11:45,12:11:45,48.46919833,-123.0834967,"48° 28' 09.11"" N","123° 05' 00.58"" W",4.5,False bay,S,0.25,184,EU,WO,,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Western Prince
Sun,23-Jul,2017,19:11:45,12:11:45,48.46919833,-123.0834967,"48° 28' 09.11"" N","123° 05' 00.58"" W",4.5,False bay,S,0.25,184,EU,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Western Prince
Sun,23-Jul,2017,19:26:47,12:26:47,48.46911,-123.0741267,"48° 28' 08.79"" N","123° 04' 26.85"" W",4.6,False bay,S,0.5,184,EU,WO,,400yd_inthepath ,400yd inthepath ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,"Pelagic not sure if forsure shutdown 
Whales very sporatic in direction change"
Sun,23-Jul,2017,19:26:47,12:26:47,48.46911,-123.0741267,"48° 28' 08.79"" N","123° 04' 26.85"" W",4.6,False bay,S,0.5,184,EU,WO,,shutdown_within200yds,shutdown within200yds,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,"Pelagic not sure if forsure shutdown 
Whales very sporatic in direction change"
Sun,23-Jul,2017,19:34:47,12:34:47,48.46760833,-123.0791183,"48° 28' 03.38"" N","123° 04' 44.82"" W",5,False bay,S,0.5,184,PM,WO,,inshore_of_whales ,inshore of whales ,contact_yes,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,Reveille had rec contact earlier in day whales sporatic in directional changes
Sun,23-Jul,2017,19:38:31,12:38:31,48.4647,-123.07762,"48° 27' 52.92"" N","123° 04' 39.43"" W",4.8,False bay,S,0.5,185,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,1 of 5 fishing vessels unknown if trolling or shutdown
Sun,23-Jul,2017,19:38:31,12:38:31,48.4647,-123.07762,"48° 27' 52.92"" N","123° 04' 39.43"" W",4.8,False bay,S,0.5,185,PM,F,,inshore_of_whales ,inshore of whales ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,1 of 5 fishing vessels unknown if trolling or shutdown
Sun,23-Jul,2017,19:38:31,12:38:31,48.4647,-123.07762,"48° 27' 52.92"" N","123° 04' 39.43"" W",4.8,False bay,S,0.5,185,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,2 of 5 fishing vessels unknown if trolling or shutdown
Sun,23-Jul,2017,19:38:31,12:38:31,48.4647,-123.07762,"48° 27' 52.92"" N","123° 04' 39.43"" W",4.8,False bay,S,0.5,185,PM,F,,inshore_of_whales ,inshore of whales ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,2 of 5 fishing vessels unknown if trolling or shutdown
Sun,23-Jul,2017,19:38:31,12:38:31,48.4647,-123.07762,"48° 27' 52.92"" N","123° 04' 39.43"" W",4.8,False bay,S,0.5,185,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,3 of 5 fishing vessels unknown if trolling or shutdown
Sun,23-Jul,2017,19:38:31,12:38:31,48.4647,-123.07762,"48° 27' 52.92"" N","123° 04' 39.43"" W",4.8,False bay,S,0.5,185,PM,F,,inshore_of_whales ,inshore of whales ,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,3 of 5 fishing vessels unknown if trolling or shutdown
Sun,23-Jul,2017,19:38:31,12:38:31,48.4647,-123.07762,"48° 27' 52.92"" N","123° 04' 39.43"" W",4.8,False bay,S,0.5,185,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,4 of 5 fishing vessels unknown if trolling or shutdown
Sun,23-Jul,2017,19:38:31,12:38:31,48.4647,-123.07762,"48° 27' 52.92"" N","123° 04' 39.43"" W",4.8,False bay,S,0.5,185,PM,F,,inshore_of_whales,inshore of whales,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,4 of 5 fishing vessels unknown if trolling or shutdown
Sun,23-Jul,2017,19:38:31,12:38:31,48.4647,-123.07762,"48° 27' 52.92"" N","123° 04' 39.43"" W",4.8,False bay,S,0.5,185,PM,F,,400yd_inthepath,400yd inthepath,contact_no,photo_n,info_yes,SRKW,L4,photo_n,behavior_unk,U,CIJ,5 of 5 fishing vessels unknown if trolling or shutdown
